instance,goal,verdict,duration
exp_acyclic_depvary_step6_batch_yyy03.pl,b1,no,302
exp_acyclic_depvary_step6_batch_yyy03.pl,q3,yes,24
exp_acyclic_depvary_step6_batch_yyy03.pl,f3,no,34
exp_acyclic_depvary_step6_batch_yyy04.pl,c1,no,15
exp_acyclic_depvary_step6_batch_yyy04.pl,a1,no,96
exp_acyclic_depvary_step6_batch_yyy04.pl,d2,yes,16
exp_acyclic_depvary_step6_batch_yyy05.pl,r3,no,262
exp_acyclic_depvary_step6_batch_yyy05.pl,p1,no,86
exp_acyclic_depvary_step6_batch_yyy05.pl,a1,no,26
exp_acyclic_depvary_step6_batch_yyy05.pl,d2,no,155
exp_acyclic_depvary_step6_batch_yyy06.pl,c3,yes,56
exp_acyclic_depvary_step6_batch_yyy06.pl,c1,no,61
exp_acyclic_depvary_step6_batch_yyy06.pl,a3,yes,43
exp_acyclic_depvary_step6_batch_yyy06.pl,q1,no,22
exp_acyclic_depvary_step6_batch_yyy06.pl,q3,no,181
exp_acyclic_depvary_step6_batch_yyy07.pl,c3,yes,56
exp_acyclic_depvary_step6_batch_yyy07.pl,b4,yes,46
exp_acyclic_depvary_step6_batch_yyy07.pl,f3,no,21
exp_acyclic_depvary_step6_batch_yyy07.pl,b2,no,108
exp_acyclic_depvary_step6_batch_yyy07.pl,c2,yes,22
exp_acyclic_depvary_step6_batch_yyy07.pl,b3,no,72
exp_acyclic_depvary_step6_batch_yyy07.pl,e1,no,40
exp_acyclic_depvary_step6_batch_yyy08.pl,a3,yes,15
exp_acyclic_depvary_step6_batch_yyy08.pl,e3,no,177
exp_acyclic_depvary_step6_batch_yyy08.pl,r3,yes,16
exp_acyclic_depvary_step6_batch_yyy08.pl,y3,no,386
exp_acyclic_depvary_step6_batch_yyy08.pl,f2,no,13
exp_acyclic_depvary_step6_batch_yyy09.pl,f2,no,20
exp_acyclic_depvary_step6_batch_yyy09.pl,c2,no,45
exp_acyclic_depvary_step6_batch_yyy09.pl,t3,no,39
exp_acyclic_depvary_step6_batch_yyy09.pl,a3,yes,20
exp_acyclic_depvary_step6_batch_yyy10.pl,e2,yes,13
exp_acyclic_depvary_step6_batch_yyy10.pl,b1,no,22
exp_acyclic_depvary_step6_batch_yyy10.pl,c1,yes,162
exp_acyclic_depvary_step6_batch_yyy10.pl,b3,yes,29
exp_acyclic_depvary_step6_batch_yyy10.pl,f3,yes,43
exp_acyclic_depvary_step7_batch_yyy01.pl,c2,no,16
exp_acyclic_depvary_step7_batch_yyy01.pl,w1,yes,17
exp_acyclic_depvary_step7_batch_yyy01.pl,b2,no,17
exp_acyclic_depvary_step7_batch_yyy01.pl,c4,yes,16
exp_acyclic_depvary_step7_batch_yyy01.pl,a1,no,28
exp_acyclic_depvary_step7_batch_yyy02.pl,y2,yes,36
exp_acyclic_depvary_step7_batch_yyy02.pl,c2,no,316
exp_acyclic_depvary_step7_batch_yyy02.pl,f3,no,84
exp_acyclic_depvary_step7_batch_yyy02.pl,a2,no,103
exp_acyclic_depvary_step7_batch_yyy02.pl,c3,no,26
exp_acyclic_depvary_step7_batch_yyy02.pl,b2,no,177
exp_acyclic_depvary_step7_batch_yyy03.pl,r2,no,25
exp_acyclic_depvary_step7_batch_yyy03.pl,f1,no,21
exp_acyclic_depvary_step7_batch_yyy03.pl,f4,no,28
exp_acyclic_depvary_step7_batch_yyy03.pl,b3,timeout,5001
exp_acyclic_depvary_step7_batch_yyy03.pl,c2,yes,186
exp_acyclic_depvary_step7_batch_yyy03.pl,r4,no,3
exp_acyclic_depvary_step7_batch_yyy04.pl,f4,no,906
exp_acyclic_depvary_step7_batch_yyy04.pl,c3,no,804
exp_acyclic_depvary_step7_batch_yyy04.pl,f2,yes,144
exp_acyclic_depvary_step7_batch_yyy04.pl,b3,no,835
exp_acyclic_depvary_step7_batch_yyy04.pl,d2,no,301
exp_acyclic_depvary_step7_batch_yyy04.pl,c2,timeout,5000
exp_acyclic_depvary_step7_batch_yyy04.pl,x2,no,19
exp_acyclic_depvary_step7_batch_yyy05.pl,r2,no,11
exp_acyclic_depvary_step7_batch_yyy05.pl,c2,yes,92
exp_acyclic_depvary_step7_batch_yyy05.pl,b3,no,76
exp_acyclic_depvary_step7_batch_yyy05.pl,a4,no,233
exp_acyclic_depvary_step7_batch_yyy05.pl,e4,no,20
exp_acyclic_depvary_step7_batch_yyy05.pl,c4,no,270
exp_acyclic_depvary_step7_batch_yyy05.pl,b2,yes,20
exp_acyclic_depvary_step7_batch_yyy05.pl,e2,no,20
exp_acyclic_depvary_step7_batch_yyy06.pl,b2,no,640
exp_acyclic_depvary_step7_batch_yyy06.pl,f1,yes,225
exp_acyclic_depvary_step7_batch_yyy06.pl,e4,yes,165
exp_acyclic_depvary_step7_batch_yyy06.pl,b3,no,326
exp_acyclic_depvary_step7_batch_yyy07.pl,d3,yes,48
exp_acyclic_depvary_step7_batch_yyy07.pl,c2,no,923
exp_acyclic_depvary_step7_batch_yyy07.pl,a2,no,480
exp_acyclic_depvary_step7_batch_yyy07.pl,a1,no,21
exp_acyclic_depvary_step7_batch_yyy07.pl,b4,no,456
exp_acyclic_depvary_step7_batch_yyy08.pl,b4,no,24
exp_acyclic_depvary_step7_batch_yyy08.pl,s4,no,37
exp_acyclic_depvary_step7_batch_yyy08.pl,d3,yes,108
exp_acyclic_depvary_step7_batch_yyy08.pl,c1,yes,33
exp_acyclic_depvary_step7_batch_yyy08.pl,f2,yes,123
exp_acyclic_depvary_step7_batch_yyy09.pl,f2,yes,52
exp_acyclic_depvary_step7_batch_yyy09.pl,a4,yes,29
exp_acyclic_depvary_step7_batch_yyy09.pl,b1,timeout,5001
exp_acyclic_depvary_step7_batch_yyy09.pl,u2,yes,201
exp_acyclic_depvary_step7_batch_yyy09.pl,e1,no,287
exp_acyclic_depvary_step7_batch_yyy10.pl,f4,no,26
exp_acyclic_depvary_step7_batch_yyy10.pl,a1,yes,25
exp_acyclic_depvary_step7_batch_yyy10.pl,a2,no,20
exp_acyclic_depvary_step7_batch_yyy10.pl,e2,no,45
exp_acyclic_depvary_step7_batch_yyy10.pl,f2,yes,14
exp_acyclic_depvary_step8_batch_yyy01.pl,d3,yes,30
exp_acyclic_depvary_step8_batch_yyy01.pl,b5,timeout,5000
exp_acyclic_depvary_step8_batch_yyy01.pl,b1,timeout,5000
exp_acyclic_depvary_step8_batch_yyy01.pl,a2,yes,743
exp_acyclic_depvary_step8_batch_yyy01.pl,a3,no,58
exp_acyclic_depvary_step8_batch_yyy01.pl,e1,no,2912
exp_acyclic_depvary_step8_batch_yyy02.pl,d2,no,144
exp_acyclic_depvary_step8_batch_yyy02.pl,e2,yes,35
exp_acyclic_depvary_step8_batch_yyy02.pl,a1,yes,226
exp_acyclic_depvary_step8_batch_yyy02.pl,r2,yes,190
exp_acyclic_depvary_step8_batch_yyy02.pl,x3,yes,69
exp_acyclic_depvary_step8_batch_yyy02.pl,c2,yes,168
exp_acyclic_depvary_step8_batch_yyy02.pl,f3,yes,75
exp_acyclic_depvary_step8_batch_yyy02.pl,e3,no,49
exp_acyclic_depvary_step8_batch_yyy03.pl,b3,yes,39
exp_acyclic_depvary_step8_batch_yyy03.pl,c2,yes,36
exp_acyclic_depvary_step8_batch_yyy03.pl,b5,no,39
exp_acyclic_depvary_step8_batch_yyy04.pl,w4,yes,16
exp_acyclic_depvary_step8_batch_yyy04.pl,p3,no,631
exp_acyclic_depvary_step8_batch_yyy04.pl,q2,yes,31
exp_acyclic_depvary_step8_batch_yyy04.pl,u2,no,407
exp_acyclic_depvary_step8_batch_yyy04.pl,y1,no,250
exp_acyclic_depvary_step8_batch_yyy04.pl,f1,no,27
exp_acyclic_depvary_step8_batch_yyy05.pl,a3,yes,580
exp_acyclic_depvary_step8_batch_yyy05.pl,a4,no,1376
exp_acyclic_depvary_step8_batch_yyy05.pl,f1,yes,266
exp_acyclic_depvary_step8_batch_yyy05.pl,c5,yes,356
exp_acyclic_depvary_step8_batch_yyy06.pl,c4,yes,37
exp_acyclic_depvary_step8_batch_yyy06.pl,a1,yes,155
exp_acyclic_depvary_step8_batch_yyy06.pl,a3,no,38
exp_acyclic_depvary_step8_batch_yyy06.pl,r2,no,2000
exp_acyclic_depvary_step8_batch_yyy07.pl,c1,yes,201
exp_acyclic_depvary_step8_batch_yyy07.pl,a1,yes,29
exp_acyclic_depvary_step8_batch_yyy07.pl,d3,no,955
exp_acyclic_depvary_step8_batch_yyy07.pl,e4,no,27
exp_acyclic_depvary_step8_batch_yyy07.pl,a5,no,955
exp_acyclic_depvary_step8_batch_yyy07.pl,f3,yes,70
exp_acyclic_depvary_step8_batch_yyy07.pl,d1,no,3822
exp_acyclic_depvary_step8_batch_yyy08.pl,d3,no,135
exp_acyclic_depvary_step8_batch_yyy08.pl,c4,no,29
exp_acyclic_depvary_step8_batch_yyy08.pl,a1,yes,42
exp_acyclic_depvary_step8_batch_yyy08.pl,a4,no,31
exp_acyclic_depvary_step8_batch_yyy08.pl,b3,no,45
exp_acyclic_depvary_step8_batch_yyy09.pl,t3,yes,7
exp_acyclic_depvary_step8_batch_yyy09.pl,s4,no,304
exp_acyclic_depvary_step8_batch_yyy09.pl,b2,no,36
exp_acyclic_depvary_step8_batch_yyy09.pl,e4,no,96
exp_acyclic_depvary_step8_batch_yyy10.pl,b3,no,190
exp_acyclic_depvary_step8_batch_yyy10.pl,z3,yes,14
exp_acyclic_depvary_step8_batch_yyy10.pl,c4,no,642
exp_acyclic_depvary_step8_batch_yyy10.pl,b5,yes,101
exp_acyclic_depvary_step8_batch_yyy10.pl,a4,no,106
exp_acyclic_depvary_step8_batch_yyy10.pl,d4,no,72
exp_acyclic_depvary_step8_batch_yyy10.pl,b4,yes,100
