instance,goal,verdict,duration
exp_acyclic_indvary1_step3_batch_yyy02.pl,e1,no,0
exp_acyclic_indvary1_step3_batch_yyy02.pl,f1,yes,10
exp_acyclic_indvary1_step3_batch_yyy02.pl,a3,yes,9
exp_acyclic_indvary1_step3_batch_yyy03.pl,a3,yes,0
exp_acyclic_indvary1_step3_batch_yyy03.pl,f2,yes,4
exp_acyclic_indvary1_step3_batch_yyy03.pl,w1,yes,137
exp_acyclic_indvary1_step3_batch_yyy04.pl,u2,no,14
exp_acyclic_indvary1_step3_batch_yyy04.pl,b3,no,13
exp_acyclic_indvary1_step3_batch_yyy04.pl,a1,no,0
exp_acyclic_indvary1_step3_batch_yyy05.pl,a2,no,0
exp_acyclic_indvary1_step3_batch_yyy05.pl,v2,yes,1
exp_acyclic_indvary1_step3_batch_yyy05.pl,c3,yes,7
exp_acyclic_indvary1_step3_batch_yyy05.pl,d1,no,0
exp_acyclic_indvary1_step3_batch_yyy05.pl,b2,yes,0
exp_acyclic_indvary1_step3_batch_yyy07.pl,b3,no,0
exp_acyclic_indvary1_step3_batch_yyy07.pl,c1,yes,0
exp_acyclic_indvary1_step3_batch_yyy08.pl,f1,yes,4
exp_acyclic_indvary1_step3_batch_yyy08.pl,b2,no,1
exp_acyclic_indvary1_step3_batch_yyy08.pl,d2,no,1
exp_acyclic_indvary1_step3_batch_yyy09.pl,f1,yes,10
exp_acyclic_indvary1_step3_batch_yyy09.pl,p2,no,81
exp_acyclic_indvary1_step3_batch_yyy09.pl,a3,no,9
exp_acyclic_indvary1_step3_batch_yyy09.pl,c1,no,1
exp_acyclic_indvary1_step3_batch_yyy10.pl,c3,no,0
exp_acyclic_indvary1_step4_batch_yyy01.pl,f1,yes,6
exp_acyclic_indvary1_step4_batch_yyy01.pl,c1,yes,21
exp_acyclic_indvary1_step4_batch_yyy02.pl,b2,no,6
exp_acyclic_indvary1_step4_batch_yyy03.pl,d2,yes,5
exp_acyclic_indvary1_step4_batch_yyy03.pl,f1,no,23
exp_acyclic_indvary1_step4_batch_yyy04.pl,c1,yes,0
exp_acyclic_indvary1_step4_batch_yyy04.pl,f1,yes,0
exp_acyclic_indvary1_step4_batch_yyy04.pl,b3,yes,13
exp_acyclic_indvary1_step4_batch_yyy05.pl,f1,no,0
exp_acyclic_indvary1_step4_batch_yyy06.pl,c2,yes,0
exp_acyclic_indvary1_step4_batch_yyy06.pl,c3,no,0
exp_acyclic_indvary1_step4_batch_yyy07.pl,a2,yes,5
exp_acyclic_indvary1_step4_batch_yyy07.pl,e2,yes,1
exp_acyclic_indvary1_step4_batch_yyy07.pl,a1,no,8
exp_acyclic_indvary1_step4_batch_yyy08.pl,a3,yes,0
exp_acyclic_indvary1_step4_batch_yyy08.pl,e1,no,0
exp_acyclic_indvary1_step4_batch_yyy08.pl,d1,yes,0
exp_acyclic_indvary1_step4_batch_yyy08.pl,b2,yes,1
exp_acyclic_indvary1_step4_batch_yyy09.pl,a3,yes,13
exp_acyclic_indvary1_step4_batch_yyy10.pl,f2,no,0
exp_acyclic_indvary1_step5_batch_yyy01.pl,b1,yes,0
exp_acyclic_indvary1_step5_batch_yyy01.pl,c3,yes,0
exp_acyclic_indvary1_step5_batch_yyy02.pl,d1,yes,15
exp_acyclic_indvary1_step5_batch_yyy03.pl,d2,no,23
exp_acyclic_indvary1_step5_batch_yyy03.pl,c2,yes,0
exp_acyclic_indvary1_step5_batch_yyy04.pl,c3,no,0
exp_acyclic_indvary1_step5_batch_yyy04.pl,r4,no,2
exp_acyclic_indvary1_step5_batch_yyy04.pl,e1,yes,0
exp_acyclic_indvary1_step5_batch_yyy05.pl,d2,yes,0
exp_acyclic_indvary1_step5_batch_yyy06.pl,y3,yes,34
exp_acyclic_indvary1_step5_batch_yyy06.pl,t4,yes,3
exp_acyclic_indvary1_step5_batch_yyy07.pl,c3,yes,6
exp_acyclic_indvary1_step5_batch_yyy07.pl,d1,yes,2
exp_acyclic_indvary1_step5_batch_yyy07.pl,c1,yes,2
exp_acyclic_indvary1_step5_batch_yyy08.pl,d1,yes,0
exp_acyclic_indvary1_step5_batch_yyy08.pl,c1,yes,0
exp_acyclic_indvary1_step5_batch_yyy08.pl,f1,yes,0
exp_acyclic_indvary1_step5_batch_yyy08.pl,c2,yes,0
exp_acyclic_indvary1_step5_batch_yyy09.pl,f2,no,0
exp_acyclic_indvary1_step5_batch_yyy09.pl,d1,yes,2
exp_acyclic_indvary1_step5_batch_yyy09.pl,c2,yes,0
exp_acyclic_indvary1_step5_batch_yyy10.pl,d2,yes,8
exp_acyclic_indvary1_step5_batch_yyy10.pl,a1,no,1
exp_acyclic_indvary1_step6_batch_yyy01.pl,v4,no,4
exp_acyclic_indvary1_step6_batch_yyy01.pl,q1,no,4
exp_acyclic_indvary1_step6_batch_yyy01.pl,c3,no,1
exp_acyclic_indvary1_step6_batch_yyy01.pl,x4,yes,7
exp_acyclic_indvary1_step6_batch_yyy02.pl,a3,yes,0
exp_acyclic_indvary1_step6_batch_yyy02.pl,e2,yes,0
exp_acyclic_indvary1_step6_batch_yyy02.pl,q4,yes,3
exp_acyclic_indvary1_step6_batch_yyy03.pl,v5,no,5
exp_acyclic_indvary1_step6_batch_yyy03.pl,z5,no,1
exp_acyclic_indvary1_step6_batch_yyy03.pl,b1,yes,0
exp_acyclic_indvary1_step6_batch_yyy04.pl,a2,yes,0
exp_acyclic_indvary1_step6_batch_yyy05.pl,e1,no,0
exp_acyclic_indvary1_step6_batch_yyy06.pl,x4,yes,5
