goal,instance,verdict,duration
e1,exp_acyclic_depvary_step8_batch_yyy07.pl,yes,9
a4,exp_acyclic_depvary_step8_batch_yyy07.pl,no,9
c4,exp_acyclic_depvary_step8_batch_yyy07.pl,no,10
y4,exp_acyclic_depvary_step8_batch_yyy08.pl,yes,11
e3,exp_acyclic_depvary_step8_batch_yyy08.pl,yes,11
a2,exp_acyclic_depvary_step8_batch_yyy08.pl,no,11
d2,exp_acyclic_depvary_step8_batch_yyy08.pl,yes,11
t1,exp_acyclic_depvary_step8_batch_yyy08.pl,yes,11
d4,exp_acyclic_depvary_step8_batch_yyy09.pl,yes,12
f4,exp_acyclic_depvary_step8_batch_yyy09.pl,yes,12
c5,exp_acyclic_depvary_step8_batch_yyy09.pl,yes,12
b1,exp_acyclic_depvary_step8_batch_yyy09.pl,yes,12
f2,exp_acyclic_depvary_step8_batch_yyy09.pl,no,12
c2,exp_acyclic_depvary_step8_batch_yyy09.pl,no,12
a1,exp_acyclic_depvary_step8_batch_yyy09.pl,no,12
d3,exp_acyclic_depvary_step8_batch_yyy10.pl,no,11
f1,exp_acyclic_depvary_step8_batch_yyy10.pl,yes,10
c5,exp_acyclic_depvary_step8_batch_yyy10.pl,no,10
b1,exp_acyclic_depvary_step9_batch_yyy01.pl,yes,13
b4,exp_acyclic_depvary_step9_batch_yyy01.pl,yes,13
e2,exp_acyclic_depvary_step9_batch_yyy01.pl,no,13
b4,exp_acyclic_depvary_step9_batch_yyy02.pl,yes,14
e1,exp_acyclic_depvary_step9_batch_yyy02.pl,no,14
a3,exp_acyclic_depvary_step9_batch_yyy02.pl,no,14
d2,exp_acyclic_depvary_step9_batch_yyy02.pl,yes,14
b5,exp_acyclic_depvary_step9_batch_yyy02.pl,yes,14
a1,exp_acyclic_depvary_step9_batch_yyy02.pl,yes,14
x4,exp_acyclic_depvary_step9_batch_yyy03.pl,yes,14
b3,exp_acyclic_depvary_step9_batch_yyy03.pl,yes,13
a1,exp_acyclic_depvary_step9_batch_yyy03.pl,no,15
b2,exp_acyclic_depvary_step9_batch_yyy04.pl,no,15
f5,exp_acyclic_depvary_step9_batch_yyy04.pl,no,18
a4,exp_acyclic_depvary_step9_batch_yyy05.pl,no,16
a5,exp_acyclic_depvary_step9_batch_yyy05.pl,no,21
f3,exp_acyclic_depvary_step9_batch_yyy06.pl,yes,17
