,verdict,instance,goal,Defences,Culprits,PRules,ORules,PStatements,OStatements,DefencesFound,Moves,Duration
1871,no,exp_cycles_depvary_step3_batch_yyy03.pl,y2,,,,,,,,,0.9529340267181396
1872,yes,exp_cycles_depvary_step9_batch_yyy05.pl,t2,0,2,6,0,6,0,1,6,1.1020946502685547
1873,no,exp_cycles_indvary1_step1_batch_yyy05.pl,v4,,,,,,,,,0.951312780380249
1874,no,exp_acyclic_depvary_step3_batch_yyy10.pl,t2,,,,,,,,,1.0429213047027588
1875,yes,exp_acyclic_depvary_step3_batch_yyy07.pl,c2,1,4,8,0,9,1,1,9,1.021836519241333
1876,no,exp_cycles_indvary3_step3_batch_yyy06.pl,q6,,,,,,,,,0.9692254066467285
1877,no,exp_cycles_indvary3_step2_batch_yyy02.pl,y1,,,,,,,,,0.9636838436126709
1878,yes,exp_cycles_indvary3_step6_batch_yyy07.pl,f2,1,0,0,0,1,0,1,0,0.9836177825927734
1879,no,exp_acyclic_indvary1_step7_batch_yyy07.pl,z2,,,,,,,,,0.9687247276306152
1880,yes,exp_cycles_indvary1_step8_batch_yyy05.pl,t5,1,2,11,0,12,0,1,11,1.043750286102295
1881,no,exp_cycles_indvary3_step5_batch_yyy09.pl,u3,,,,,,,,,0.9715814590454102
1882,no,exp_cycles_indvary3_step2_batch_yyy06.pl,t7,,,,,,,,,0.9660546779632568
1883,no,exp_cycles_indvary3_step8_batch_yyy10.pl,d5,,,,,,,,,0.9768898487091064
1884,no,exp_cycles_depvary_step4_batch_yyy10.pl,x5,,,,,,,,,0.9783518314361572
1885,no,exp_acyclic_indvary1_step8_batch_yyy07.pl,f3,,,,,,,,,0.9713892936706543
1886,no,exp_acyclic_depvary_step10_batch_yyy08.pl,a4,,,,,,,,,1.1476905345916748
1887,no,exp_cycles_depvary_step8_batch_yyy10.pl,w6,,,,,,,,,1.0249292850494385
1888,no,exp_cycles_indvary1_step6_batch_yyy02.pl,w6,,,,,,,,,0.9736199378967285
1889,yes,exp_acyclic_indvary3_step6_batch_yyy05.pl,e2,1,0,0,0,1,0,1,0,0.9863812923431396
1890,no,exp_acyclic_indvary2_step2_batch_yyy04.pl,p2,,,,,,,,,0.9949126243591309
1891,no,exp_acyclic_depvary_step2_batch_yyy08.pl,y2,,,,,,,,,0.958099365234375
1892,no,exp_cycles_indvary3_step4_batch_yyy09.pl,s1,,,,,,,,,0.9534990787506104
1893,no,exp_cycles_indvary1_step7_batch_yyy04.pl,r2,,,,,,,,,0.9836990833282471
1894,no,exp_acyclic_indvary2_step5_batch_yyy08.pl,c5,,,,,,,,,1.0290045738220215
1895,no,exp_acyclic_depvary_step1_batch_yyy07.pl,e5,,,,,,,,,0.9593076705932617
1896,no,exp_acyclic_indvary1_step1_batch_yyy01.pl,t4,,,,,,,,,0.9491326808929443
1897,no,exp_acyclic_indvary2_step2_batch_yyy02.pl,x7,,,,,,,,,0.9903569221496582
1898,yes,exp_acyclic_indvary2_step6_batch_yyy10.pl,c2,1,7,19,0,20,1,1,20,1.1571195125579834
1899,no,exp_cycles_indvary3_step2_batch_yyy07.pl,z4,,,,,,,,,0.9727649688720703
1900,no,exp_acyclic_depvary_step1_batch_yyy08.pl,w2,,,,,,,,,0.9629132747650146
1901,no,exp_acyclic_depvary_step6_batch_yyy01.pl,w5,,,,,,,,,0.9812006950378418
1902,yes,exp_cycles_depvary_step5_batch_yyy02.pl,u3,0,1,5,0,5,0,1,5,1.0168821811676025
1903,no,exp_acyclic_indvary1_step2_batch_yyy01.pl,z4,,,,,,,,,0.9742732048034668
1904,yes,exp_acyclic_indvary3_step3_batch_yyy10.pl,c3,1,1,0,0,1,0,1,0,0.9693708419799805
1905,no,exp_cycles_indvary3_step4_batch_yyy08.pl,f4,,,,,,,,,0.9858157634735107
1906,yes,exp_acyclic_indvary2_step8_batch_yyy01.pl,p2,0,0,4,0,4,0,1,4,1.119502067565918
1907,no,exp_cycles_indvary3_step4_batch_yyy05.pl,d3,,,,,,,,,0.9668173789978027
1908,yes,exp_acyclic_depvary_step8_batch_yyy02.pl,s1,0,4,8,0,8,0,1,8,1.0826163291931152
1909,no,exp_acyclic_indvary1_step2_batch_yyy03.pl,b5,,,,,,,,,0.9691910743713379
1910,no,exp_cycles_depvary_step10_batch_yyy06.pl,b1,,,,,,,,,1.2198269367218018
1911,yes,exp_acyclic_depvary_step7_batch_yyy01.pl,e2,2,6,12,4,14,19,1,17,1.1287360191345215
1912,no,exp_cycles_indvary3_step6_batch_yyy02.pl,e5,,,,,,,,,0.9697697162628174
1913,no,exp_cycles_indvary3_step5_batch_yyy10.pl,v2,,,,,,,,,1.0590624809265137
1914,no,exp_cycles_indvary3_step2_batch_yyy07.pl,f5,,,,,,,,,0.9630069732666016
1915,yes,exp_acyclic_depvary_step4_batch_yyy01.pl,c2,1,5,10,11,11,16,1,21,1.0724289417266846
1916,yes,exp_cycles_indvary2_step5_batch_yyy10.pl,r2,0,0,3,0,3,0,1,3,1.0691726207733154
1917,no,exp_acyclic_depvary_step6_batch_yyy08.pl,u2,,,,,,,,,1.2123878002166748
1918,no,exp_acyclic_indvary3_step8_batch_yyy10.pl,w6,,,,,,,,,0.9749782085418701
1919,no,exp_acyclic_indvary3_step4_batch_yyy03.pl,q5,,,,,,,,,0.9616696834564209
1920,no,exp_cycles_indvary2_step7_batch_yyy07.pl,w4,,,,,,,,,1.05218505859375
1921,no,exp_acyclic_depvary_step7_batch_yyy02.pl,s5,,,,,,,,,1.0051162242889404
1922,yes,exp_acyclic_indvary1_step3_batch_yyy10.pl,e1,1,5,9,10,10,20,1,19,1.0703144073486328
1923,no,exp_cycles_indvary2_step2_batch_yyy01.pl,w4,,,,,,,,,1.0001912117004395
1924,no,exp_cycles_indvary1_step5_batch_yyy08.pl,v1,,,,,,,,,0.9828643798828125
1925,no,exp_acyclic_indvary3_step1_batch_yyy07.pl,q2,,,,,,,,,0.9532761573791504
1926,no,exp_acyclic_indvary2_step7_batch_yyy02.pl,c5,,,,,,,,,1.0396168231964111
1927,no,exp_acyclic_indvary3_step7_batch_yyy01.pl,q1,,,,,,,,,0.9718766212463379
1928,no,exp_cycles_indvary2_step3_batch_yyy01.pl,p7,,,,,,,,,1.0144007205963135
1929,yes,exp_cycles_indvary2_step7_batch_yyy05.pl,y2,0,5,19,0,19,0,1,19,1.170297384262085
1930,yes,exp_acyclic_depvary_step6_batch_yyy09.pl,f3,1,6,15,0,16,1,1,16,1.0826067924499512
1931,no,exp_cycles_depvary_step4_batch_yyy05.pl,x5,,,,,,,,,0.9653124809265137
1932,no,exp_acyclic_indvary1_step5_batch_yyy05.pl,t5,,,,,,,,,0.9747638702392578
1933,no,exp_cycles_indvary2_step5_batch_yyy01.pl,x3,,,,,,,,,1.030104398727417
1934,no,exp_acyclic_indvary3_step2_batch_yyy02.pl,a4,,,,,,,,,0.9652078151702881
1935,yes,exp_acyclic_depvary_step9_batch_yyy08.pl,b4,1,1,0,0,1,0,1,0,1.0153772830963135
1936,no,exp_acyclic_indvary3_step7_batch_yyy04.pl,s4,,,,,,,,,0.9829440116882324
1937,no,exp_cycles_depvary_step7_batch_yyy03.pl,a1,,,,,,,,,1.4347870349884033
1938,no,exp_cycles_indvary3_step2_batch_yyy01.pl,s3,,,,,,,,,1.0544939041137695
1939,yes,exp_acyclic_indvary3_step7_batch_yyy01.pl,c2,1,0,0,5,1,30,1,5,1.174048662185669
1940,no,exp_acyclic_indvary2_step1_batch_yyy06.pl,q5,,,,,,,,,0.972400426864624
1941,no,exp_acyclic_indvary1_step2_batch_yyy02.pl,a5,,,,,,,,,0.9505305290222168
1942,yes,exp_acyclic_indvary3_step6_batch_yyy05.pl,a3,1,0,0,0,1,0,1,0,0.985271692276001
1943,no,exp_acyclic_depvary_step6_batch_yyy06.pl,w5,,,,,,,,,1.0012812614440918
1944,no,exp_acyclic_indvary3_step7_batch_yyy05.pl,x5,,,,,,,,,1.0064904689788818
1945,no,exp_cycles_indvary3_step5_batch_yyy08.pl,a6,,,,,,,,,0.9792277812957764
1946,no,exp_cycles_indvary1_step4_batch_yyy07.pl,x4,,,,,,,,,0.9826605319976807
1947,no,exp_acyclic_indvary3_step7_batch_yyy10.pl,t7,,,,,,,,,0.9751203060150146
1948,no,exp_cycles_indvary2_step7_batch_yyy10.pl,f1,,,,,,,,,1.1673030853271484
1949,no,exp_cycles_indvary3_step7_batch_yyy04.pl,q2,,,,,,,,,1.0334446430206299
1950,yes,exp_cycles_indvary2_step1_batch_yyy02.pl,q2,0,1,6,0,6,0,1,6,1.018798828125
1951,yes,exp_acyclic_indvary2_step8_batch_yyy07.pl,r1,0,6,14,0,14,0,1,14,1.1634151935577393
1952,no,exp_acyclic_indvary3_step6_batch_yyy03.pl,p2,,,,,,,,,1.095407247543335
1953,yes,exp_acyclic_indvary3_step3_batch_yyy05.pl,b3,1,0,0,24,1,40,1,24,1.0951225757598877
1954,no,exp_cycles_indvary1_step3_batch_yyy01.pl,q7,,,,,,,,,0.9770810604095459
1955,no,exp_acyclic_indvary1_step1_batch_yyy07.pl,f3,,,,,,,,,0.9588432312011719
1956,no,exp_cycles_indvary2_step4_batch_yyy09.pl,d3,,,,,,,,,1.0220956802368164
1957,no,exp_cycles_indvary1_step7_batch_yyy09.pl,y3,,,,,,,,,0.9735066890716553
1958,no,exp_cycles_indvary2_step2_batch_yyy05.pl,y6,,,,,,,,,0.9920809268951416
1959,yes,exp_acyclic_indvary2_step4_batch_yyy04.pl,u1,0,3,9,0,9,0,1,9,1.0893943309783936
1960,no,exp_cycles_indvary3_step1_batch_yyy05.pl,w5,,,,,,,,,0.9719374179840088
1961,no,exp_cycles_indvary3_step6_batch_yyy02.pl,d3,,,,,,,,,0.9665822982788086
1962,yes,exp_acyclic_indvary2_step7_batch_yyy06.pl,w2,0,4,7,0,7,0,1,7,1.1078746318817139
1963,no,exp_cycles_indvary3_step4_batch_yyy06.pl,e5,,,,,,,,,0.9674811363220215
1964,no,exp_cycles_depvary_step8_batch_yyy06.pl,e1,,,,,,,,,1.114192008972168
1965,no,exp_acyclic_indvary2_step1_batch_yyy01.pl,t6,,,,,,,,,0.9790341854095459
1966,no,exp_cycles_indvary3_step4_batch_yyy10.pl,r6,,,,,,,,,0.952986478805542
1967,yes,exp_cycles_indvary1_step1_batch_yyy05.pl,d2,1,5,3,0,4,1,1,4,0.9943807125091553
1968,yes,exp_cycles_depvary_step10_batch_yyy09.pl,p2,0,3,8,0,8,0,1,8,1.1089401245117188
1969,yes,exp_cycles_indvary2_step3_batch_yyy03.pl,c2,3,5,15,0,18,2,1,19,1.1126608848571777
1970,no,exp_cycles_indvary1_step3_batch_yyy01.pl,x6,,,,,,,,,0.9736518859863281
1971,yes,exp_cycles_indvary3_step3_batch_yyy01.pl,a3,1,0,0,0,1,0,1,0,0.970527172088623
1972,no,exp_cycles_indvary3_step1_batch_yyy10.pl,x7,,,,,,,,,0.9768097400665283
1973,no,exp_cycles_indvary2_step1_batch_yyy10.pl,w7,,,,,,,,,0.9847450256347656
1974,yes,exp_acyclic_indvary2_step3_batch_yyy07.pl,q1,0,4,11,0,11,0,1,11,1.079474687576294
1975,no,exp_cycles_indvary1_step5_batch_yyy02.pl,x7,,,,,,,,,0.9868307113647461
1976,no,exp_cycles_indvary1_step2_batch_yyy06.pl,x4,,,,,,,,,1.0084140300750732
1977,yes,exp_cycles_indvary2_step2_batch_yyy02.pl,a3,1,1,0,0,1,0,1,0,1.0007541179656982
1978,no,exp_cycles_depvary_step6_batch_yyy03.pl,c1,,,,,,,,,1.0567436218261719
1979,no,exp_cycles_depvary_step1_batch_yyy09.pl,v5,,,,,,,,,0.9239838123321533
1980,no,exp_acyclic_indvary2_step6_batch_yyy05.pl,c2,,,,,,,,,1.1308677196502686
1981,yes,exp_cycles_indvary1_step5_batch_yyy08.pl,t4,1,1,9,48,10,52,1,57,1.2034096717834473
1982,yes,exp_cycles_depvary_step4_batch_yyy04.pl,u2,0,3,5,0,5,0,1,5,1.0132427215576172
1983,no,exp_cycles_depvary_step8_batch_yyy07.pl,b5,,,,,,,,,1.1436777114868164
1984,no,exp_cycles_indvary2_step6_batch_yyy05.pl,r5,,,,,,,,,1.0472464561462402
1985,no,exp_cycles_depvary_step10_batch_yyy02.pl,v2,,,,,,,,,1.0219488143920898
1986,no,exp_cycles_indvary3_step5_batch_yyy07.pl,e4,,,,,,,,,0.9793286323547363
1987,no,exp_acyclic_depvary_step6_batch_yyy03.pl,r3,,,,,,,,,1.0047261714935303
1988,yes,exp_cycles_indvary2_step4_batch_yyy02.pl,p1,0,1,4,0,4,0,1,4,1.0874464511871338
1989,yes,exp_cycles_depvary_step6_batch_yyy03.pl,d3,1,0,0,0,1,0,1,0,0.967252254486084
1990,no,exp_acyclic_indvary3_step4_batch_yyy04.pl,p7,,,,,,,,,0.9713916778564453
1991,no,exp_acyclic_indvary1_step5_batch_yyy08.pl,a4,,,,,,,,,0.9590029716491699
1992,no,exp_cycles_indvary2_step1_batch_yyy05.pl,q4,,,,,,,,,0.979100227355957
1993,no,exp_cycles_depvary_step7_batch_yyy01.pl,s3,,,,,,,,,1.3338415622711182
1994,yes,exp_cycles_indvary1_step6_batch_yyy08.pl,p4,0,0,1,0,1,0,1,1,1.0158615112304688
1995,no,exp_acyclic_indvary3_step2_batch_yyy06.pl,s4,,,,,,,,,0.9757189750671387
1996,no,exp_acyclic_indvary3_step2_batch_yyy10.pl,z1,,,,,,,,,1.0294380187988281
1997,no,exp_cycles_depvary_step2_batch_yyy03.pl,p6,,,,,,,,,0.926393985748291
1998,no,exp_cycles_indvary3_step2_batch_yyy05.pl,u1,,,,,,,,,1.1182196140289307
1999,no,exp_cycles_indvary3_step7_batch_yyy07.pl,p4,,,,,,,,,1.0572457313537598
2000,no,exp_cycles_depvary_step5_batch_yyy06.pl,c6,,,,,,,,,0.98592209815979
2001,no,exp_cycles_indvary1_step2_batch_yyy10.pl,a4,,,,,,,,,0.9820652008056641
2002,no,exp_cycles_indvary2_step4_batch_yyy08.pl,e2,,,,,,,,,1.1379292011260986
2003,no,exp_cycles_indvary3_step5_batch_yyy06.pl,r1,,,,,,,,,0.9867551326751709
2004,yes,exp_acyclic_depvary_step8_batch_yyy04.pl,u4,0,0,6,0,6,0,1,6,1.078371524810791
2005,yes,exp_cycles_depvary_step2_batch_yyy05.pl,q1,0,2,5,0,5,0,1,5,1.0170769691467285
2006,no,exp_cycles_indvary2_step2_batch_yyy06.pl,t7,,,,,,,,,1.000256061553955
2007,no,exp_cycles_indvary2_step5_batch_yyy07.pl,v6,,,,,,,,,1.0150463581085205
2008,no,exp_cycles_indvary3_step5_batch_yyy03.pl,p7,,,,,,,,,0.9679920673370361
2009,no,exp_acyclic_depvary_step2_batch_yyy08.pl,z3,,,,,,,,,0.9390974044799805
2010,no,exp_cycles_indvary1_step2_batch_yyy02.pl,d2,,,,,,,,,1.0255165100097656
2011,no,exp_cycles_depvary_step4_batch_yyy01.pl,z2,,,,,,,,,1.0781877040863037
2012,yes,exp_acyclic_depvary_step4_batch_yyy07.pl,s1,0,2,9,0,9,0,1,9,1.0225257873535156
2013,no,exp_cycles_indvary1_step1_batch_yyy09.pl,c4,,,,,,,,,0.9593477249145508
2014,yes,exp_cycles_indvary3_step1_batch_yyy08.pl,u2,0,2,9,0,9,0,1,9,1.0278403759002686
2015,no,exp_cycles_indvary2_step5_batch_yyy04.pl,d4,,,,,,,,,1.0271143913269043
2016,yes,exp_acyclic_depvary_step5_batch_yyy09.pl,a3,1,6,12,0,13,0,1,12,1.0396227836608887
2017,no,exp_cycles_indvary3_step3_batch_yyy07.pl,s1,,,,,,,,,1.0860209465026855
2018,no,exp_acyclic_indvary3_step1_batch_yyy10.pl,b6,,,,,,,,,0.9626572132110596
2019,no,exp_acyclic_indvary2_step8_batch_yyy06.pl,q2,,,,,,,,,1.0363719463348389
2020,yes,exp_cycles_indvary3_step5_batch_yyy06.pl,a2,1,0,0,9,1,49,1,9,1.1204662322998047
2021,yes,exp_acyclic_indvary2_step5_batch_yyy08.pl,p1,0,2,6,0,6,0,1,6,1.0737192630767822
2022,no,exp_acyclic_indvary3_step2_batch_yyy03.pl,t7,,,,,,,,,0.9732704162597656
2023,no,exp_acyclic_depvary_step5_batch_yyy07.pl,a2,,,,,,,,,1.0747168064117432
2024,yes,exp_cycles_indvary1_step5_batch_yyy03.pl,y1,0,2,7,0,7,0,1,7,1.0079481601715088
2025,no,exp_acyclic_depvary_step9_batch_yyy06.pl,c4,,,,,,,,,1.1342530250549316
2026,no,exp_acyclic_indvary3_step4_batch_yyy09.pl,f3,,,,,,,,,0.9671380519866943
2027,yes,exp_cycles_indvary2_step6_batch_yyy03.pl,y1,0,1,3,0,3,0,1,3,1.0881996154785156
2028,no,exp_acyclic_indvary3_step3_batch_yyy05.pl,w2,,,,,,,,,1.0209126472473145
2029,no,exp_cycles_indvary1_step7_batch_yyy10.pl,b5,,,,,,,,,0.9766368865966797
2030,no,exp_acyclic_indvary3_step7_batch_yyy07.pl,u5,,,,,,,,,0.9859030246734619
2031,no,exp_cycles_indvary3_step4_batch_yyy05.pl,u2,,,,,,,,,0.9550611972808838
2032,no,exp_acyclic_indvary3_step1_batch_yyy09.pl,v5,,,,,,,,,0.9575855731964111
2033,no,exp_acyclic_indvary2_step8_batch_yyy09.pl,e3,,,,,,,,,1.037135362625122
2034,yes,exp_acyclic_indvary3_step5_batch_yyy04.pl,e2,1,0,0,0,1,0,1,0,0.9593603610992432
2035,no,exp_cycles_indvary1_step8_batch_yyy07.pl,y2,,,,,,,,,0.966071605682373
2036,yes,exp_acyclic_indvary2_step8_batch_yyy08.pl,s1,0,5,14,0,14,0,1,14,1.128150224685669
2037,no,exp_cycles_indvary2_step5_batch_yyy03.pl,p1,,,,,,,,,1.0345091819763184
2038,no,exp_acyclic_indvary3_step2_batch_yyy09.pl,y2,,,,,,,,,0.9628303050994873
2039,no,exp_cycles_depvary_step8_batch_yyy01.pl,t5,,,,,,,,,1.0230040550231934
2040,yes,exp_acyclic_indvary1_step7_batch_yyy10.pl,y1,0,2,8,0,8,0,1,8,1.010066270828247
2041,yes,exp_acyclic_depvary_step10_batch_yyy05.pl,r4,1,9,22,0,23,0,1,22,1.1815037727355957
2042,yes,exp_acyclic_indvary2_step8_batch_yyy04.pl,f1,1,8,20,0,21,1,1,21,1.176814317703247
2043,yes,exp_acyclic_depvary_step6_batch_yyy02.pl,f1,1,6,16,0,17,1,1,17,1.0894427299499512
2044,no,exp_acyclic_indvary3_step2_batch_yyy03.pl,v7,,,,,,,,,0.9860963821411133
2045,no,exp_acyclic_indvary3_step7_batch_yyy09.pl,q2,,,,,,,,,0.9875164031982422
2046,no,exp_cycles_indvary2_step1_batch_yyy08.pl,f2,,,,,,,,,1.0616466999053955
2047,no,exp_cycles_indvary3_step4_batch_yyy09.pl,a5,,,,,,,,,0.9702892303466797
2048,no,exp_acyclic_indvary1_step7_batch_yyy10.pl,v1,,,,,,,,,0.9589614868164062
2049,yes,exp_acyclic_indvary2_step7_batch_yyy04.pl,t1,0,3,13,0,13,0,1,13,1.131314992904663
2050,no,exp_acyclic_indvary3_step1_batch_yyy03.pl,e3,,,,,,,,,0.9731361865997314
2051,no,exp_cycles_indvary3_step1_batch_yyy05.pl,r4,,,,,,,,,0.9625837802886963
2052,no,exp_cycles_indvary3_step3_batch_yyy10.pl,z2,,,,,,,,,0.9656643867492676
2053,no,exp_cycles_depvary_step10_batch_yyy10.pl,q7,,,,,,,,,1.0313401222229004
2054,yes,exp_acyclic_depvary_step5_batch_yyy04.pl,r3,0,1,3,0,3,0,1,3,1.0143482685089111
2055,no,exp_acyclic_indvary1_step7_batch_yyy08.pl,c1,,,,,,,,,1.0300288200378418
2056,no,exp_cycles_indvary2_step4_batch_yyy08.pl,e3,,,,,,,,,1.0306272506713867
2057,no,exp_acyclic_depvary_step2_batch_yyy05.pl,b2,,,,,,,,,1.0011799335479736
2058,no,exp_cycles_depvary_step9_batch_yyy06.pl,z1,,,,,,,,,1.0388388633728027
2059,no,exp_acyclic_indvary3_step8_batch_yyy01.pl,p1,,,,,,,,,1.0307073593139648
2060,no,exp_cycles_depvary_step3_batch_yyy06.pl,d1,,,,,,,,,1.0545191764831543
2061,no,exp_cycles_depvary_step1_batch_yyy03.pl,x3,,,,,,,,,0.9387407302856445
2062,no,exp_acyclic_indvary2_step1_batch_yyy01.pl,x3,,,,,,,,,0.9787099361419678
2063,no,exp_cycles_indvary1_step2_batch_yyy03.pl,s5,,,,,,,,,0.9781267642974854
2064,no,exp_cycles_indvary2_step4_batch_yyy09.pl,a1,,,,,,,,,1.1191043853759766
2065,no,exp_cycles_indvary2_step6_batch_yyy03.pl,x3,,,,,,,,,1.0419285297393799
2066,no,exp_cycles_indvary3_step4_batch_yyy08.pl,s1,,,,,,,,,0.9712023735046387
2067,yes,exp_acyclic_depvary_step10_batch_yyy01.pl,w2,0,0,2,0,2,0,1,2,1.0608341693878174
2068,no,exp_cycles_indvary3_step6_batch_yyy02.pl,w7,,,,,,,,,0.9677929878234863
2069,no,exp_cycles_indvary1_step1_batch_yyy10.pl,r3,,,,,,,,,0.9524552822113037
2070,no,exp_cycles_indvary3_step1_batch_yyy08.pl,t4,,,,,,,,,0.9714963436126709
2071,no,exp_acyclic_depvary_step1_batch_yyy05.pl,q5,,,,,,,,,0.9408004283905029
2072,no,exp_cycles_indvary3_step1_batch_yyy05.pl,u5,,,,,,,,,0.9709324836730957
2073,yes,exp_cycles_indvary1_step5_batch_yyy07.pl,a2,1,0,0,0,1,0,1,0,0.9744760990142822
2074,no,exp_cycles_depvary_step2_batch_yyy08.pl,p5,,,,,,,,,0.9481201171875
2075,no,exp_cycles_depvary_step1_batch_yyy02.pl,r5,,,,,,,,,0.9383687973022461
2076,no,exp_acyclic_indvary1_step8_batch_yyy04.pl,a4,,,,,,,,,0.9780004024505615
2077,no,exp_cycles_indvary2_step3_batch_yyy03.pl,u7,,,,,,,,,1.0138030052185059
2078,yes,exp_cycles_depvary_step6_batch_yyy07.pl,p3,0,1,6,0,6,0,1,6,1.0571932792663574
2079,no,exp_acyclic_indvary3_step5_batch_yyy08.pl,s1,,,,,,,,,0.9667320251464844
2080,no,exp_cycles_indvary1_step3_batch_yyy09.pl,y4,,,,,,,,,0.9837069511413574
2081,no,exp_acyclic_indvary1_step3_batch_yyy03.pl,x2,,,,,,,,,1.1457061767578125
2082,no,exp_cycles_depvary_step7_batch_yyy02.pl,s2,,,,,,,,,1.002777338027954
2083,no,exp_acyclic_indvary3_step4_batch_yyy06.pl,z4,,,,,,,,,0.9640429019927979
2084,no,exp_cycles_indvary2_step2_batch_yyy03.pl,u4,,,,,,,,,1.0051658153533936
2085,yes,exp_cycles_depvary_step7_batch_yyy08.pl,r3,0,12,19,0,19,0,1,19,1.1554841995239258
2086,yes,exp_cycles_indvary2_step5_batch_yyy04.pl,r1,0,7,13,0,13,0,1,13,1.1421215534210205
2087,yes,exp_acyclic_depvary_step5_batch_yyy01.pl,e1,1,4,9,10,10,21,1,19,1.1010594367980957
2088,no,exp_acyclic_indvary2_step8_batch_yyy06.pl,b1,,,,,,,,,1.1947379112243652
2089,no,exp_acyclic_indvary1_step2_batch_yyy05.pl,p5,,,,,,,,,0.9596376419067383
2090,no,exp_acyclic_indvary2_step6_batch_yyy04.pl,r1,,,,,,,,,1.0226249694824219
2091,no,exp_cycles_indvary3_step1_batch_yyy08.pl,b6,,,,,,,,,0.9671823978424072
2092,no,exp_acyclic_indvary3_step1_batch_yyy02.pl,t7,,,,,,,,,0.9646503925323486
2093,no,exp_acyclic_depvary_step4_batch_yyy08.pl,d4,,,,,,,,,0.9785661697387695
2094,yes,exp_cycles_indvary2_step3_batch_yyy10.pl,r1,0,3,5,0,5,0,1,5,1.0645346641540527
2095,yes,exp_cycles_indvary1_step8_batch_yyy03.pl,v1,0,1,6,0,6,0,1,6,1.0145223140716553
2096,no,exp_acyclic_indvary3_step5_batch_yyy01.pl,y5,,,,,,,,,0.9662075042724609
2097,no,exp_cycles_depvary_step4_batch_yyy10.pl,u3,,,,,,,,,0.9856657981872559
2098,no,exp_cycles_indvary1_step1_batch_yyy02.pl,a3,,,,,,,,,0.9965822696685791
2099,no,exp_acyclic_indvary2_step1_batch_yyy06.pl,r7,,,,,,,,,0.9694135189056396
2100,no,exp_cycles_indvary2_step5_batch_yyy08.pl,r4,,,,,,,,,1.0285773277282715
2101,no,exp_cycles_indvary2_step8_batch_yyy03.pl,x5,,,,,,,,,1.0424273014068604
2102,no,exp_cycles_indvary1_step6_batch_yyy03.pl,v7,,,,,,,,,0.976003885269165
2103,no,exp_cycles_depvary_step2_batch_yyy01.pl,d3,,,,,,,,,0.9570047855377197
2104,no,exp_acyclic_indvary3_step7_batch_yyy02.pl,b4,,,,,,,,,0.9712095260620117
2105,no,exp_acyclic_depvary_step9_batch_yyy04.pl,p3,,,,,,,,,1.1460905075073242
2106,no,exp_cycles_indvary3_step4_batch_yyy05.pl,q5,,,,,,,,,0.9658141136169434
2107,no,exp_acyclic_indvary2_step6_batch_yyy10.pl,x2,,,,,,,,,1.025747299194336
2108,no,exp_cycles_indvary3_step8_batch_yyy10.pl,w3,,,,,,,,,1.0553126335144043
2109,no,exp_cycles_indvary1_step5_batch_yyy10.pl,p1,,,,,,,,,1.04514479637146
2110,no,exp_cycles_indvary1_step1_batch_yyy07.pl,v2,,,,,,,,,0.9524521827697754
2111,yes,exp_acyclic_indvary2_step3_batch_yyy09.pl,a3,1,10,16,0,17,1,1,17,1.0918893814086914
2112,no,exp_acyclic_depvary_step4_batch_yyy05.pl,t4,,,,,,,,,0.9679567813873291
2113,no,exp_cycles_indvary2_step1_batch_yyy05.pl,e3,,,,,,,,,0.9808228015899658
2114,no,exp_acyclic_depvary_step8_batch_yyy09.pl,a4,,,,,,,,,1.1442217826843262
2115,no,exp_cycles_depvary_step5_batch_yyy10.pl,x2,,,,,,,,,0.9815847873687744
2116,no,exp_cycles_indvary1_step7_batch_yyy04.pl,f1,,,,,,,,,1.019813060760498
2117,yes,exp_cycles_depvary_step6_batch_yyy01.pl,z3,0,4,4,0,4,0,1,4,1.0263545513153076
2118,yes,exp_acyclic_indvary1_step6_batch_yyy10.pl,a2,2,2,8,0,10,1,1,10,1.0514917373657227
2119,no,exp_acyclic_indvary1_step3_batch_yyy04.pl,q4,,,,,,,,,0.974104642868042
2120,no,exp_cycles_depvary_step5_batch_yyy05.pl,q3,,,,,,,,,1.0668916702270508
2121,no,exp_cycles_indvary1_step7_batch_yyy06.pl,f4,,,,,,,,,0.9772226810455322
2122,no,exp_cycles_indvary2_step5_batch_yyy01.pl,q4,,,,,,,,,1.0308570861816406
2123,no,exp_acyclic_indvary2_step3_batch_yyy07.pl,y4,,,,,,,,,0.9964213371276855
2124,no,exp_cycles_depvary_step5_batch_yyy01.pl,c4,,,,,,,,,0.9908647537231445
2125,no,exp_cycles_indvary3_step8_batch_yyy02.pl,z6,,,,,,,,,0.9746482372283936
2126,no,exp_cycles_indvary1_step4_batch_yyy03.pl,w2,,,,,,,,,0.9704184532165527
2127,no,exp_acyclic_indvary3_step8_batch_yyy02.pl,y6,,,,,,,,,0.9662079811096191
2128,no,exp_cycles_indvary3_step4_batch_yyy08.pl,b6,,,,,,,,,1.0054407119750977
2129,no,exp_cycles_depvary_step9_batch_yyy01.pl,s7,,,,,,,,,1.0265419483184814
2130,no,exp_acyclic_indvary3_step3_batch_yyy02.pl,w2,,,,,,,,,1.0835916996002197
2131,no,exp_acyclic_indvary2_step7_batch_yyy10.pl,e1,,,,,,,,,1.1834485530853271
2132,no,exp_acyclic_indvary2_step1_batch_yyy10.pl,d3,,,,,,,,,0.9778409004211426
